,Metal,IsolateID,Replicate,Concentration,factor,hours,od
16855,Zn,SI 2,1,1,2,0,0.006
16863,Zn,SI 2,3,100,4,0,0.006
16920,Cr,SI 2,3,100,5,0,0.006
6014,Cd,DR 5,2,0,0,0,0.007
6018,Cd,DR 5,3,0.001,1,0,0.007
6019,Cd,DR 5,1,0.01,2,0,0.007
6021,Cd,DR 5,3,0.01,2,0,0.007
6023,Cd,DR 5,2,0.1,3,0,0.007
6024,Cd,DR 5,3,0.1,3,0,0.007
6026,Cd,DR 5,2,1,4,0,0.007
6029,Cd,DR 5,2,10,5,0,0.007
6032,Pb,DR 5,2,0,0,0,0.007
6035,Pb,DR 5,2,0.01,1,0,0.007
6036,Pb,DR 5,3,0.01,1,0,0.007
6037,Pb,DR 5,1,0.1,2,0,0.007
6038,Pb,DR 5,2,0.1,2,0,0.007
6040,Pb,DR 5,1,1,3,0,0.007
6044,Pb,DR 5,2,10,4,0,0.007
6045,Pb,DR 5,3,10,4,0,0.007
6046,Pb,DR 5,1,100,5,0,0.007
6047,Pb,DR 5,2,100,5,0,0.007
6048,Pb,DR 5,3,100,5,0,0.007
6049,Zn,DR 5,1,0,0,0,0.007
6050,Zn,DR 5,2,0,0,0,0.007
6052,Zn,DR 5,1,0.1,1,0,0.007
6053,Zn,DR 5,2,0.1,1,0,0.007
6074,Hg,DR 5,2,0.01,2,0,0.007
6075,Hg,DR 5,3,0.01,2,0,0.007
6079,Hg,DR 5,1,1,4,0,0.007
6082,Hg,DR 5,1,10,5,0,0.007
6086,As,DR 5,2,0,0,0,0.007
6093,As,DR 5,3,0.01,2,0,0.007
9398,Cd,DR 76,2,0,0,0,0.007
9417,Pb,DR 76,3,0,0,0,0.007
9464,Hg,DR 76,2,1,4,0,0.007
9478,As,DR 76,1,0.1,3,0,0.007
9479,As,DR 76,2,0.1,3,0,0.007
10369,Se,DR 76,1,0,0,0,0.007
10372,Se,DR 76,1,1,1,0,0.007
10385,Se,DR 76,2,10000,5,0,0.007
12023,Pb,DR +74,2,100,5,0,0.007
13261,Cd,NO 14,1,1,4,0,0.007
13332,As,NO 14,3,0.1,3,0,0.007
13336,As,NO 14,1,10,5,0,0.007
6013,Cd,DR 5,1,0,0,0,0.008
6015,Cd,DR 5,3,0,0,0,0.008
6016,Cd,DR 5,1,0.001,1,0,0.008
6017,Cd,DR 5,2,0.001,1,0,0.008
6025,Cd,DR 5,1,1,4,0,0.008
6028,Cd,DR 5,1,10,5,0,0.008
6030,Cd,DR 5,3,10,5,0,0.008
6031,Pb,DR 5,1,0,0,0,0.008
6033,Pb,DR 5,3,0,0,0,0.008
6043,Pb,DR 5,1,10,4,0,0.008
6054,Zn,DR 5,3,0.1,1,0,0.008
6055,Zn,DR 5,1,1,2,0,0.008
6059,Zn,DR 5,2,10,3,0,0.008
6062,Zn,DR 5,2,100,4,0,0.008
6063,Zn,DR 5,3,100,4,0,0.008
6064,Zn,DR 5,1,1000,5,0,0.008
6065,Zn,DR 5,2,1000,5,0,0.008
6067,Hg,DR 5,1,0,0,0,0.008
6068,Hg,DR 5,2,0,0,0,0.008
6073,Hg,DR 5,1,0.01,2,0,0.008
6077,Hg,DR 5,2,0.1,3,0,0.008
6078,Hg,DR 5,3,0.1,3,0,0.008
6081,Hg,DR 5,3,1,4,0,0.008
6083,Hg,DR 5,2,10,5,0,0.008
6084,Hg,DR 5,3,10,5,0,0.008
6088,As,DR 5,1,0.001,1,0,0.008
6089,As,DR 5,2,0.001,1,0,0.008
6091,As,DR 5,1,0.01,2,0,0.008
6094,As,DR 5,1,0.1,3,0,0.008
6096,As,DR 5,3,0.1,3,0,0.008
6098,As,DR 5,2,1,4,0,0.008
9418,Pb,DR 76,1,0.01,1,0,0.008
9430,Pb,DR 76,1,100,5,0,0.008
9439,Zn,DR 76,1,1,2,0,0.008
10378,Se,DR 76,1,100,3,0,0.008
10384,Se,DR 76,1,10000,5,0,0.008
10386,Se,DR 76,3,10000,5,0,0.008
11809,Se,DR+72,1,0,0,0,0.008
12086,Cr,DR +74,2,0.1,2,0,0.008
12106,Se,DR +74,1,100,3,0,0.008
13328,As,NO 14,2,0.01,2,0,0.008
6039,Pb,DR 5,3,0.1,2,0,0.009
6042,Pb,DR 5,3,1,3,0,0.009
6057,Zn,DR 5,3,1,2,0,0.009
6058,Zn,DR 5,1,10,3,0,0.009
6060,Zn,DR 5,3,10,3,0,0.009
6070,Hg,DR 5,1,0.001,1,0,0.009
6071,Hg,DR 5,2,0.001,1,0,0.009
6076,Hg,DR 5,1,0.1,3,0,0.009
6080,Hg,DR 5,2,1,4,0,0.009
6085,As,DR 5,1,0,0,0,0.009
6087,As,DR 5,3,0,0,0,0.009
6090,As,DR 5,3,0.001,1,0,0.009
6095,As,DR 5,2,0.1,3,0,0.009
6097,As,DR 5,1,1,4,0,0.009
6102,As,DR 5,3,10,5,0,0.009
6112,Cr,DR 5,1,1,3,0,0.009
6117,Cr,DR 5,3,10,4,0,0.009
8442,Cd,DR+72,3,10,5,0,0.009
12046,Hg,DR +74,1,0.001,1,0,0.009
12047,Hg,DR +74,2,0.001,1,0,0.009
12097,Se,DR +74,1,0,0,0,0.009
13349,Cr,NO 14,2,1,3,0,0.009
16889,As,SI 2,2,0.001,1,0,0.009
1336,As,DR 24,1,0.001,1,0,0.01
6022,Cd,DR 5,1,0.1,3,0,0.01
6051,Zn,DR 5,3,0,0,0,0.01
6066,Zn,DR 5,3,1000,5,0,0.01
6072,Hg,DR 5,3,0.001,1,0,0.01
6100,As,DR 5,1,10,5,0,0.01
6101,As,DR 5,2,10,5,0,0.01
6106,Cr,DR 5,1,0.01,1,0,0.01
6107,Cr,DR 5,2,0.01,1,0,0.01
6108,Cr,DR 5,3,0.01,1,0,0.01
6109,Cr,DR 5,1,0.1,2,0,0.01
6110,Cr,DR 5,2,0.1,2,0,0.01
6111,Cr,DR 5,3,0.1,2,0,0.01
6115,Cr,DR 5,1,10,4,0,0.01
6118,Cr,DR 5,1,100,5,0,0.01
6119,Cr,DR 5,2,100,5,0,0.01
9403,Cd,DR 76,1,0.01,2,0,0.01
9412,Cd,DR 76,1,10,5,0,0.01
11810,Se,DR+72,2,0,0,0,0.01
11812,Se,DR+72,1,1,1,0,0.01
11814,Se,DR+72,3,1,1,0,0.01
11815,Se,DR+72,1,10,2,0,0.01
11818,Se,DR+72,1,100,3,0,0.01
11820,Se,DR+72,3,100,3,0,0.01
11821,Se,DR+72,1,1000,4,0,0.01
11823,Se,DR+72,3,1000,4,0,0.01
11825,Se,DR+72,2,10000,5,0,0.01
12010,Pb,DR +74,1,0.01,1,0,0.01
12020,Pb,DR +74,2,10,4,0,0.01
12027,Zn,DR +74,3,0,0,0,0.01
12043,Hg,DR +74,1,0,0,0,0.01
12044,Hg,DR +74,2,0,0,0,0.01
12070,As,DR +74,1,0.1,3,0,0.01
12098,Se,DR +74,2,0,0,0,0.01
1280,Pb,DR 24,2,0,0,0,0.011
2350,Cd,DR 26,1,0.1,3,0,0.011
2351,Cd,DR 26,2,0.1,3,0,0.011
2367,Pb,DR 26,3,0.1,2,0,0.011
2368,Pb,DR 26,1,1,3,0,0.011
2376,Pb,DR 26,3,100,5,0,0.011
2383,Zn,DR 26,2,1,2,0,0.011
3547,Hg,DR 3-2,1,0,0,0,0.011
6061,Zn,DR 5,1,100,4,0,0.011
6069,Hg,DR 5,3,0,0,0,0.011
6092,As,DR 5,2,0.01,2,0,0.011
6099,As,DR 5,3,1,4,0,0.011
6103,Cr,DR 5,1,0,0,0,0.011
6104,Cr,DR 5,2,0,0,0,0.011
6105,Cr,DR 5,3,0,0,0,0.011
6113,Cr,DR 5,2,1,3,0,0.011
6114,Cr,DR 5,3,1,3,0,0.011
7093,Se,DR 5,1,0,0,0,0.011
7104,Se,DR 5,3,100,3,0,0.011
8425,Cd,DR+72,1,0,0,0,0.011
8433,Cd,DR+72,3,0.01,2,0,0.011
10580,Pb,DR+51,2,10,4,0,0.011
11813,Se,DR+72,2,1,1,0,0.011
11816,Se,DR+72,2,10,2,0,0.011
11822,Se,DR+72,2,1000,4,0,0.011
11824,Se,DR+72,1,10000,5,0,0.011
11997,Cd,DR +74,3,0.01,2,0,0.011
11999,Cd,DR +74,2,0.1,3,0,0.011
12001,Cd,DR +74,1,1,4,0,0.011
12002,Cd,DR +74,2,1,4,0,0.011
12017,Pb,DR +74,2,1,3,0,0.011
12024,Pb,DR +74,3,100,5,0,0.011
12025,Zn,DR +74,1,0,0,0,0.011
12026,Zn,DR +74,2,0,0,0,0.011
12045,Hg,DR +74,3,0,0,0,0.011
12061,As,DR +74,1,0,0,0,0.011
12066,As,DR +74,3,0.001,1,0,0.011
12073,As,DR +74,1,1,4,0,0.011
12079,Cr,DR +74,1,0,0,0,0.011
12085,Cr,DR +74,1,0.1,2,0,0.011
12105,Se,DR +74,3,10,2,0,0.011
14497,Cr,NO 17,1,0.1,2,0,0.011
1263,Cd,DR 24,3,0,0,0,0.012
1321,Hg,DR 24,1,0.01,2,0,0.012
2341,Cd,DR 26,1,0,0,0,0.012
2342,Cd,DR 26,2,0,0,0,0.012
2344,Cd,DR 26,1,0.001,1,0,0.012
2345,Cd,DR 26,2,0.001,1,0,0.012
2363,Pb,DR 26,2,0.01,1,0,0.012
2364,Pb,DR 26,3,0.01,1,0,0.012
2371,Pb,DR 26,1,10,4,0,0.012
2372,Pb,DR 26,2,10,4,0,0.012
2381,Zn,DR 26,3,0.1,1,0,0.012
2382,Zn,DR 26,1,1,2,0,0.012
2392,Zn,DR 26,2,1000,5,0,0.012
2420,As,DR 26,2,0.1,3,0,0.012
2435,Cr,DR 26,3,0.1,2,0,0.012
3565,As,DR 3-2,1,0,0,0,0.012
6116,Cr,DR 5,2,10,4,0,0.012
7097,Se,DR 5,2,1,1,0,0.012
7098,Se,DR 5,3,1,1,0,0.012
7106,Se,DR 5,2,1000,4,0,0.012
7107,Se,DR 5,3,1000,4,0,0.012
8432,Cd,DR+72,2,0.01,2,0,0.012
8434,Cd,DR+72,1,0.1,3,0,0.012
10370,Se,DR 76,2,0,0,0,0.012
10584,Pb,DR+51,3,100,5,0,0.012
11811,Se,DR+72,3,0,0,0,0.012
11989,Cd,DR +74,1,0,0,0,0.012
11992,Cd,DR +74,1,0.001,1,0,0.012
11994,Cd,DR +74,3,0.001,1,0,0.012
11996,Cd,DR +74,2,0.01,2,0,0.012
11998,Cd,DR +74,1,0.1,3,0,0.012
12000,Cd,DR +74,3,0.1,3,0,0.012
12029,Zn,DR +74,2,0.1,1,0,0.012
12030,Zn,DR +74,3,0.1,1,0,0.012
12055,Hg,DR +74,1,1,4,0,0.012
12062,As,DR +74,2,0,0,0,0.012
12065,As,DR +74,2,0.001,1,0,0.012
12072,As,DR +74,3,0.1,3,0,0.012
12074,As,DR +74,2,1,4,0,0.012
12080,Cr,DR +74,2,0,0,0,0.012
12083,Cr,DR +74,2,0.01,1,0,0.012
12084,Cr,DR +74,3,0.01,1,0,0.012
12090,Cr,DR +74,3,1,3,0,0.012
12093,Cr,DR +74,3,10,4,0,0.012
12102,Se,DR +74,3,1,1,0,0.012
1,Cd,DR 13,1,0,0,0,0.013
2,Cd,DR 13,2,0,0,0,0.013
3,Cd,DR 13,3,0,0,0,0.013
5,Cd,DR 13,2,0.001,1,0,0.013
8,Cd,DR 13,2,0.01,2,0,0.013
10,Cd,DR 13,1,0.1,3,0,0.013
13,Cd,DR 13,1,1,4,0,0.013
20,Pb,DR 13,2,0,0,0,0.013
25,Pb,DR 13,1,0.1,2,0,0.013
51,Zn,DR 13,3,100,4,0,0.013
91,Cr,DR 13,1,0,0,0,0.013
2347,Cd,DR 26,1,0.01,2,0,0.013
2348,Cd,DR 26,2,0.01,2,0,0.013
2352,Cd,DR 26,3,0.1,3,0,0.013
2354,Cd,DR 26,2,1,4,0,0.013
2355,Cd,DR 26,3,1,4,0,0.013
2356,Cd,DR 26,1,10,5,0,0.013
2359,Pb,DR 26,1,0,0,0,0.013
2360,Pb,DR 26,2,0,0,0,0.013
2362,Pb,DR 26,1,0.01,1,0,0.013
2365,Pb,DR 26,1,0.1,2,0,0.013
2373,Pb,DR 26,3,10,4,0,0.013
2374,Pb,DR 26,1,100,5,0,0.013
2375,Pb,DR 26,2,100,5,0,0.013
2378,Zn,DR 26,3,0,0,0,0.013
2380,Zn,DR 26,2,0.1,1,0,0.013
2387,Zn,DR 26,3,10,3,0,0.013
2394,Hg,DR 26,2,0,0,0,0.013
2409,Hg,DR 26,2,10,5,0,0.013
2432,Cr,DR 26,3,0.01,1,0,0.013
2436,Cr,DR 26,1,1,3,0,0.013
6056,Zn,DR 5,2,1,2,0,0.013
7094,Se,DR 5,2,0,0,0,0.013
7095,Se,DR 5,3,0,0,0,0.013
7099,Se,DR 5,1,10,2,0,0.013
7101,Se,DR 5,3,10,2,0,0.013
7102,Se,DR 5,1,100,3,0,0.013
7103,Se,DR 5,2,100,3,0,0.013
7105,Se,DR 5,1,1000,4,0,0.013
7108,Se,DR 5,1,10000,5,0,0.013
7109,Se,DR 5,2,10000,5,0,0.013
7110,Se,DR 5,3,10000,5,0,0.013
8428,Cd,DR+72,1,0.001,1,0,0.013
8430,Cd,DR+72,3,0.001,1,0,0.013
8450,Pb,DR+72,2,0.1,2,0,0.013
8462,Zn,DR+72,2,0,0,0,0.013
10576,Pb,DR+51,1,1,3,0,0.013
10654,Cr,DR+51,1,100,5,0,0.013
11826,Se,DR+72,3,10000,5,0,0.013
11993,Cd,DR +74,2,0.001,1,0,0.013
11995,Cd,DR +74,1,0.01,2,0,0.013
12003,Cd,DR +74,3,1,4,0,0.013
12006,Cd,DR +74,3,10,5,0,0.013
12013,Pb,DR +74,1,0.1,2,0,0.013
12016,Pb,DR +74,1,1,3,0,0.013
12019,Pb,DR +74,1,10,4,0,0.013
12022,Pb,DR +74,1,100,5,0,0.013
12028,Zn,DR +74,1,0.1,1,0,0.013
12031,Zn,DR +74,1,1,2,0,0.013
12036,Zn,DR +74,3,10,3,0,0.013
12040,Zn,DR +74,1,1000,5,0,0.013
12053,Hg,DR +74,2,0.1,3,0,0.013
12054,Hg,DR +74,3,0.1,3,0,0.013
12068,As,DR +74,2,0.01,2,0,0.013
12069,As,DR +74,3,0.01,2,0,0.013
12103,Se,DR +74,1,10,2,0,0.013
12108,Se,DR +74,3,100,3,0,0.013
12109,Se,DR +74,1,1000,4,0,0.013
14451,Zn,NO 17,3,100,4,0,0.013
6,Cd,DR 13,3,0.001,1,0,0.014
9,Cd,DR 13,3,0.01,2,0,0.014
11,Cd,DR 13,2,0.1,3,0,0.014
12,Cd,DR 13,3,0.1,3,0,0.014
14,Cd,DR 13,2,1,4,0,0.014
15,Cd,DR 13,3,1,4,0,0.014
16,Cd,DR 13,1,10,5,0,0.014
17,Cd,DR 13,2,10,5,0,0.014
19,Pb,DR 13,1,0,0,0,0.014
21,Pb,DR 13,3,0,0,0,0.014
23,Pb,DR 13,2,0.01,1,0,0.014
28,Pb,DR 13,1,1,3,0,0.014
29,Pb,DR 13,2,1,3,0,0.014
37,Zn,DR 13,1,0,0,0,0.014
38,Zn,DR 13,2,0,0,0,0.014
39,Zn,DR 13,3,0,0,0,0.014
41,Zn,DR 13,2,0.1,1,0,0.014
42,Zn,DR 13,3,0.1,1,0,0.014
43,Zn,DR 13,1,1,2,0,0.014
46,Zn,DR 13,1,10,3,0,0.014
47,Zn,DR 13,2,10,3,0,0.014
48,Zn,DR 13,3,10,3,0,0.014
49,Zn,DR 13,1,100,4,0,0.014
50,Zn,DR 13,2,100,4,0,0.014
52,Zn,DR 13,1,1000,5,0,0.014
53,Zn,DR 13,2,1000,5,0,0.014
54,Zn,DR 13,3,1000,5,0,0.014
57,Hg,DR 13,3,0,0,0,0.014
103,Cr,DR 13,1,10,4,0,0.014
1322,Hg,DR 24,2,0.01,2,0,0.014
2343,Cd,DR 26,3,0,0,0,0.014
2353,Cd,DR 26,1,1,4,0,0.014
2361,Pb,DR 26,3,0,0,0,0.014
2366,Pb,DR 26,2,0.1,2,0,0.014
2377,Zn,DR 26,2,0,0,0,0.014
2379,Zn,DR 26,1,0.1,1,0,0.014
2386,Zn,DR 26,2,10,3,0,0.014
2389,Zn,DR 26,2,100,4,0,0.014
2390,Zn,DR 26,3,100,4,0,0.014
2391,Zn,DR 26,1,1000,5,0,0.014
2393,Zn,DR 26,3,1000,5,0,0.014
2396,Hg,DR 26,1,0.001,1,0,0.014
2398,Hg,DR 26,3,0.001,1,0,0.014
2401,Hg,DR 26,3,0.01,2,0,0.014
2405,Hg,DR 26,1,1,4,0,0.014
2410,Hg,DR 26,3,10,5,0,0.014
2413,As,DR 26,1,0.001,1,0,0.014
2415,As,DR 26,3,0.001,1,0,0.014
2417,As,DR 26,2,0.01,2,0,0.014
2418,As,DR 26,3,0.01,2,0,0.014
2421,As,DR 26,3,0.1,3,0,0.014
2423,As,DR 26,2,1,4,0,0.014
2434,Cr,DR 26,2,0.1,2,0,0.014
2438,Cr,DR 26,3,1,3,0,0.014
2441,Cr,DR 26,3,10,4,0,0.014
4577,Se,DR 3-2,2,1,1,0,0.014
4580,Se,DR 3-2,2,10,2,0,0.014
4586,Se,DR 3-2,2,1000,4,0,0.014
7096,Se,DR 5,1,1,1,0,0.014
7100,Se,DR 5,2,10,2,0,0.014
8429,Cd,DR+72,2,0.001,1,0,0.014
8431,Cd,DR+72,1,0.01,2,0,0.014
8444,Pb,DR+72,2,0,0,0,0.014
8456,Pb,DR+72,2,10,4,0,0.014
10577,Pb,DR+51,2,1,3,0,0.014
10581,Pb,DR+51,3,10,4,0,0.014
12004,Cd,DR +74,1,10,5,0,0.014
12005,Cd,DR +74,2,10,5,0,0.014
12018,Pb,DR +74,3,1,3,0,0.014
12021,Pb,DR +74,3,10,4,0,0.014
12033,Zn,DR +74,3,1,2,0,0.014
12034,Zn,DR +74,1,10,3,0,0.014
12038,Zn,DR +74,2,100,4,0,0.014
12048,Hg,DR +74,3,0.001,1,0,0.014
12049,Hg,DR +74,1,0.01,2,0,0.014
12052,Hg,DR +74,1,0.1,3,0,0.014
12064,As,DR +74,1,0.001,1,0,0.014
12067,As,DR +74,1,0.01,2,0,0.014
12071,As,DR +74,2,0.1,3,0,0.014
12077,As,DR +74,2,10,5,0,0.014
12078,As,DR +74,3,10,5,0,0.014
12081,Cr,DR +74,3,0,0,0,0.014
12089,Cr,DR +74,2,1,3,0,0.014
12092,Cr,DR +74,2,10,4,0,0.014
14434,Pb,NO 17,1,100,5,0,0.014
14435,Pb,NO 17,2,100,5,0,0.014
14453,Zn,NO 17,2,1000,5,0,0.014
14455,Hg,NO 17,1,0,0,0,0.014
14459,Hg,NO 17,2,0.001,1,0,0.014
14461,Hg,NO 17,1,0.01,2,0,0.014
14463,Hg,NO 17,3,0.01,2,0,0.014
14464,Hg,NO 17,1,0.1,3,0,0.014
14465,Hg,NO 17,2,0.1,3,0,0.014
14466,Hg,NO 17,3,0.1,3,0,0.014
14467,Hg,NO 17,1,1,4,0,0.014
14479,As,NO 17,1,0.01,2,0,0.014
14488,As,NO 17,1,10,5,0,0.014
14490,As,NO 17,3,10,5,0,0.014
14494,Cr,NO 17,1,0.01,1,0,0.014
14498,Cr,NO 17,2,0.1,2,0,0.014
14502,Cr,NO 17,3,1,3,0,0.014
14504,Cr,NO 17,2,10,4,0,0.014
7,Cd,DR 13,1,0.01,2,0,0.015
22,Pb,DR 13,1,0.01,1,0,0.015
24,Pb,DR 13,3,0.01,1,0,0.015
26,Pb,DR 13,2,0.1,2,0,0.015
27,Pb,DR 13,3,0.1,2,0,0.015
30,Pb,DR 13,3,1,3,0,0.015
31,Pb,DR 13,1,10,4,0,0.015
32,Pb,DR 13,2,10,4,0,0.015
33,Pb,DR 13,3,10,4,0,0.015
35,Pb,DR 13,2,100,5,0,0.015
40,Zn,DR 13,1,0.1,1,0,0.015
44,Zn,DR 13,2,1,2,0,0.015
45,Zn,DR 13,3,1,2,0,0.015
2357,Cd,DR 26,2,10,5,0,0.015
2358,Cd,DR 26,3,10,5,0,0.015
2369,Pb,DR 26,2,1,3,0,0.015
2384,Zn,DR 26,3,1,2,0,0.015
2385,Zn,DR 26,1,10,3,0,0.015
2388,Zn,DR 26,1,100,4,0,0.015
2397,Hg,DR 26,2,0.001,1,0,0.015
2399,Hg,DR 26,1,0.01,2,0,0.015
2400,Hg,DR 26,2,0.01,2,0,0.015
2402,Hg,DR 26,1,0.1,3,0,0.015
2403,Hg,DR 26,2,0.1,3,0,0.015
2411,As,DR 26,2,0,0,0,0.015
2412,As,DR 26,3,0,0,0,0.015
2414,As,DR 26,2,0.001,1,0,0.015
2416,As,DR 26,1,0.01,2,0,0.015
2426,As,DR 26,2,10,5,0,0.015
2427,As,DR 26,3,10,5,0,0.015
2439,Cr,DR 26,1,10,4,0,0.015
2442,Cr,DR 26,1,100,5,0,0.015
2443,Cr,DR 26,2,100,5,0,0.015
4573,Se,DR 3-2,1,0,0,0,0.015
4576,Se,DR 3-2,1,1,1,0,0.015
4583,Se,DR 3-2,2,100,3,0,0.015
4584,Se,DR 3-2,3,100,3,0,0.015
4588,Se,DR 3-2,1,10000,5,0,0.015
8427,Cd,DR+72,3,0,0,0,0.015
8453,Pb,DR+72,2,1,3,0,0.015
8455,Pb,DR+72,1,10,4,0,0.015
8458,Pb,DR+72,1,100,5,0,0.015
8469,Zn,DR+72,3,1,2,0,0.015
8481,Hg,DR+72,3,0,0,0,0.015
10570,Pb,DR+51,1,0.01,1,0,0.015
10651,Cr,DR+51,1,10,4,0,0.015
12009,Pb,DR +74,3,0,0,0,0.015
12015,Pb,DR +74,3,0.1,2,0,0.015
12037,Zn,DR +74,1,100,4,0,0.015
12041,Zn,DR +74,2,1000,5,0,0.015
12051,Hg,DR +74,3,0.01,2,0,0.015
12058,Hg,DR +74,1,10,5,0,0.015
12059,Hg,DR +74,2,10,5,0,0.015
12063,As,DR +74,3,0,0,0,0.015
12075,As,DR +74,3,1,4,0,0.015
12076,As,DR +74,1,10,5,0,0.015
12088,Cr,DR +74,1,1,3,0,0.015
12091,Cr,DR +74,1,10,4,0,0.015
12104,Se,DR +74,2,10,2,0,0.015
12107,Se,DR +74,2,100,3,0,0.015
14406,Cd,NO 17,3,0.001,1,0,0.015
14414,Cd,NO 17,2,1,4,0,0.015
14415,Cd,NO 17,3,1,4,0,0.015
14416,Cd,NO 17,1,10,5,0,0.015
14422,Pb,NO 17,1,0.01,1,0,0.015
14436,Pb,NO 17,3,100,5,0,0.015
14449,Zn,NO 17,1,100,4,0,0.015
14450,Zn,NO 17,2,100,4,0,0.015
14452,Zn,NO 17,1,1000,5,0,0.015
14454,Zn,NO 17,3,1000,5,0,0.015
14457,Hg,NO 17,3,0,0,0,0.015
14462,Hg,NO 17,2,0.01,2,0,0.015
14468,Hg,NO 17,2,1,4,0,0.015
14469,Hg,NO 17,3,1,4,0,0.015
14470,Hg,NO 17,1,10,5,0,0.015
14471,Hg,NO 17,2,10,5,0,0.015
14473,As,NO 17,1,0,0,0,0.015
14476,As,NO 17,1,0.001,1,0,0.015
14478,As,NO 17,3,0.001,1,0,0.015
14481,As,NO 17,3,0.01,2,0,0.015
14484,As,NO 17,3,0.1,3,0,0.015
14485,As,NO 17,1,1,4,0,0.015
14487,As,NO 17,3,1,4,0,0.015
14489,As,NO 17,2,10,5,0,0.015
14507,Cr,NO 17,2,100,5,0,0.015
34,Pb,DR 13,1,100,5,0,0.016
36,Pb,DR 13,3,100,5,0,0.016
55,Hg,DR 13,1,0,0,0,0.016
56,Hg,DR 13,2,0,0,0,0.016
59,Hg,DR 13,2,0.001,1,0,0.016
60,Hg,DR 13,3,0.001,1,0,0.016
62,Hg,DR 13,2,0.01,2,0,0.016
63,Hg,DR 13,3,0.01,2,0,0.016
64,Hg,DR 13,1,0.1,3,0,0.016
66,Hg,DR 13,3,0.1,3,0,0.016
67,Hg,DR 13,1,1,4,0,0.016
69,Hg,DR 13,3,1,4,0,0.016
70,Hg,DR 13,1,10,5,0,0.016
71,Hg,DR 13,2,10,5,0,0.016
72,Hg,DR 13,3,10,5,0,0.016
74,As,DR 13,2,0,0,0,0.016
75,As,DR 13,3,0,0,0,0.016
77,As,DR 13,2,0.001,1,0,0.016
88,As,DR 13,1,10,5,0,0.016
92,Cr,DR 13,2,0,0,0,0.016
1264,Cd,DR 24,1,0.001,1,0,0.016
1265,Cd,DR 24,2,0.001,1,0,0.016
1266,Cd,DR 24,3,0.001,1,0,0.016
1281,Pb,DR 24,3,0,0,0,0.016
1335,As,DR 24,3,0,0,0,0.016
1339,As,DR 24,1,0.01,2,0,0.016
2346,Cd,DR 26,3,0.001,1,0,0.016
2349,Cd,DR 26,3,0.01,2,0,0.016
2395,Hg,DR 26,3,0,0,0,0.016
2404,Hg,DR 26,3,0.1,3,0,0.016
2407,Hg,DR 26,3,1,4,0,0.016
2408,Hg,DR 26,1,10,5,0,0.016
2419,As,DR 26,1,0.1,3,0,0.016
2422,As,DR 26,1,1,4,0,0.016
2425,As,DR 26,1,10,5,0,0.016
2437,Cr,DR 26,2,1,3,0,0.016
2444,Cr,DR 26,3,100,5,0,0.016
4574,Se,DR 3-2,2,0,0,0,0.016
4575,Se,DR 3-2,3,0,0,0,0.016
4578,Se,DR 3-2,3,1,1,0,0.016
4579,Se,DR 3-2,1,10,2,0,0.016
4581,Se,DR 3-2,3,10,2,0,0.016
4582,Se,DR 3-2,1,100,3,0,0.016
4585,Se,DR 3-2,1,1000,4,0,0.016
4587,Se,DR 3-2,3,1000,4,0,0.016
4589,Se,DR 3-2,2,10000,5,0,0.016
4590,Se,DR 3-2,3,10000,5,0,0.016
8436,Cd,DR+72,3,0.1,3,0,0.016
8437,Cd,DR+72,1,1,4,0,0.016
8438,Cd,DR+72,2,1,4,0,0.016
8439,Cd,DR+72,3,1,4,0,0.016
8445,Pb,DR+72,3,0,0,0,0.016
8446,Pb,DR+72,1,0.01,1,0,0.016
8448,Pb,DR+72,3,0.01,1,0,0.016
8449,Pb,DR+72,1,0.1,2,0,0.016
8454,Pb,DR+72,3,1,3,0,0.016
8457,Pb,DR+72,3,10,4,0,0.016
8459,Pb,DR+72,2,100,5,0,0.016
8460,Pb,DR+72,3,100,5,0,0.016
8461,Zn,DR+72,1,0,0,0,0.016
8467,Zn,DR+72,1,1,2,0,0.016
8468,Zn,DR+72,2,1,2,0,0.016
8471,Zn,DR+72,2,10,3,0,0.016
8477,Zn,DR+72,2,1000,5,0,0.016
8482,Hg,DR+72,1,0.001,1,0,0.016
10583,Pb,DR+51,2,100,5,0,0.016
11990,Cd,DR +74,2,0,0,0,0.016
12012,Pb,DR +74,3,0.01,1,0,0.016
12032,Zn,DR +74,2,1,2,0,0.016
12035,Zn,DR +74,2,10,3,0,0.016
12042,Zn,DR +74,3,1000,5,0,0.016
12050,Hg,DR +74,2,0.01,2,0,0.016
12056,Hg,DR +74,2,1,4,0,0.016
12087,Cr,DR +74,3,0.1,2,0,0.016
12099,Se,DR +74,3,0,0,0,0.016
12101,Se,DR +74,2,1,1,0,0.016
12111,Se,DR +74,3,1000,4,0,0.016
14404,Cd,NO 17,1,0.001,1,0,0.016
14408,Cd,NO 17,2,0.01,2,0,0.016
14409,Cd,NO 17,3,0.01,2,0,0.016
14410,Cd,NO 17,1,0.1,3,0,0.016
14412,Cd,NO 17,3,0.1,3,0,0.016
14417,Cd,NO 17,2,10,5,0,0.016
14424,Pb,NO 17,3,0.01,1,0,0.016
14426,Pb,NO 17,2,0.1,2,0,0.016
14428,Pb,NO 17,1,1,3,0,0.016
14432,Pb,NO 17,2,10,4,0,0.016
14433,Pb,NO 17,3,10,4,0,0.016
14438,Zn,NO 17,2,0,0,0,0.016
14439,Zn,NO 17,3,0,0,0,0.016
